"","sitecode","trap_ID","lat","long","buffer_m","fc_threshold","fc_npix","fc_frac_loss","fc_frac_gain","fc_frac_lossgain"
"584","CAX","CT-CAX-1-15",-1.7336072,-51.477565,"60m buffer",75,10,0,0,0
"585","CAX","CT-CAX-1-15",-1.7336072,-51.477565,"120m buffer",75,46,0,0,0
"586","CAX","CT-CAX-1-16",-1.732854,-51.5227204,"30m buffer",75,3,0,0,0
"587","CAX","CT-CAX-1-16",-1.732854,-51.5227204,"60m buffer",75,13,0,0,0
"588","CAX","CT-CAX-1-16",-1.732854,-51.5227204,"120m buffer",75,47,0,0,0
"589","CAX","CT-CAX-1-17",-1.7315362,-51.4442528,"30m buffer",75,4,0,0,0
"590","CAX","CT-CAX-1-17",-1.7315362,-51.4442528,"60m buffer",75,12,0,0,0
"591","CAX","CT-CAX-1-17",-1.7315362,-51.4442528,"120m buffer",75,49,0,0,0
"592","CAX","CT-CAX-1-18",-1.7305229,-51.4897326,"30m buffer",75,3,0,0,0
"593","CAX","CT-CAX-1-18",-1.7305229,-51.4897326,"60m buffer",75,10,0,0,0
"594","CAX","CT-CAX-1-18",-1.7305229,-51.4897326,"120m buffer",75,45,0,0,0
"595","CAX","CT-CAX-1-19",-1.7274822,-51.4569411,"30m buffer",75,2,0,0,0
"596","CAX","CT-CAX-1-19",-1.7274822,-51.4569411,"60m buffer",75,10,0,0,0
"597","CAX","CT-CAX-1-19",-1.7274822,-51.4569411,"120m buffer",75,45,0,0,0
"598","CAX","CT-CAX-1-20",-1.7240535,-51.5139581,"30m buffer",75,4,0,0,0
"599","CAX","CT-CAX-1-20",-1.7240535,-51.5139581,"60m buffer",75,13,0,0,0
"600","CAX","CT-CAX-1-20",-1.7240535,-51.5139581,"120m buffer",75,49,0,0,0
"601","CAX","CT-CAX-1-21",-1.7227154,-51.4357541,"30m buffer",75,3,0,0,0
"602","CAX","CT-CAX-1-21",-1.7227154,-51.4357541,"60m buffer",75,13,0,0,0
"603","CAX","CT-CAX-1-21",-1.7227154,-51.4357541,"120m buffer",75,47,0,0,0
"604","CAX","CT-CAX-1-22",-1.72179,-51.48076,"30m buffer",75,4,0,0,0
"605","CAX","CT-CAX-1-22",-1.72179,-51.48076,"60m buffer",75,13,0,0,0
"606","CAX","CT-CAX-1-22",-1.72179,-51.48076,"120m buffer",75,49,0,0,0
"607","CAX","CT-CAX-1-23",-1.7192304,-51.4479623,"30m buffer",75,3,0,0,0
"608","CAX","CT-CAX-1-23",-1.7192304,-51.4479623,"60m buffer",75,13,0,0,0
"609","CAX","CT-CAX-1-23",-1.7192304,-51.4479623,"120m buffer",75,49,0,0,0
"610","CAX","CT-CAX-1-24",-1.7184051,-51.4929151,"30m buffer",75,4,0,0,0
"611","CAX","CT-CAX-1-24",-1.7184051,-51.4929151,"60m buffer",75,12,0,0,0
"612","CAX","CT-CAX-1-24",-1.7184051,-51.4929151,"120m buffer",75,48,0,0,0
"613","CAX","CT-CAX-1-25",-1.7161214,-51.4595014,"30m buffer",75,2,0,0,0
"614","CAX","CT-CAX-1-25",-1.7161214,-51.4595014,"60m buffer",75,10,0,0,0
"615","CAX","CT-CAX-1-25",-1.7161214,-51.4595014,"120m buffer",75,46,0,0,0
"616","CAX","CT-CAX-1-26",-1.7148301,-51.5050982,"30m buffer",75,4,0,0,0
"617","CAX","CT-CAX-1-26",-1.7148301,-51.5050982,"60m buffer",75,13,0,0,0
"618","CAX","CT-CAX-1-26",-1.7148301,-51.5050982,"120m buffer",75,49,0,0,0
"619","CAX","CT-CAX-1-27",-1.7094286,-51.4839639,"30m buffer",75,2,0,0,0
"620","CAX","CT-CAX-1-27",-1.7094286,-51.4839639,"60m buffer",75,10,0,0,0
"621","CAX","CT-CAX-1-27",-1.7094286,-51.4839639,"120m buffer",75,48,0,0,0
"622","CAX","CT-CAX-1-28",-1.7071171,-51.4507817,"30m buffer",75,3,0,0,0
"623","CAX","CT-CAX-1-28",-1.7071171,-51.4507817,"60m buffer",75,13,0,0,0
"624","CAX","CT-CAX-1-28",-1.7071171,-51.4507817,"120m buffer",75,49,0,0,0
"625","CAX","CT-CAX-1-29",-1.7059944,-51.496082,"30m buffer",75,2,0,0,0
"626","CAX","CT-CAX-1-29",-1.7059944,-51.496082,"60m buffer",75,12,0,0,0
"627","CAX","CT-CAX-1-29",-1.7059944,-51.496082,"120m buffer",75,46,0,0,0
"628","CAX","CT-CAX-1-30",-1.704446,-51.4631005,"30m buffer",75,2,0,0,0
"629","CAX","CT-CAX-1-30",-1.704446,-51.4631005,"60m buffer",75,10,0,0,0
"630","CAX","CT-CAX-1-30",-1.704446,-51.4631005,"120m buffer",75,46,0,0,0
"631","CAX","CT-CAX-2-01",-1.8234415,-51.5666881,"30m buffer",75,2,0,0,0
"632","CAX","CT-CAX-2-01",-1.8234415,-51.5666881,"60m buffer",75,12,0,0,0
"633","CAX","CT-CAX-2-01",-1.8234415,-51.5666881,"120m buffer",75,45,0,0,0
"634","CAX","CT-CAX-2-02",-1.8212661,-51.5334062,"30m buffer",75,4,0,0,0
"635","CAX","CT-CAX-2-02",-1.8212661,-51.5334062,"60m buffer",75,13,0,0,0
"636","CAX","CT-CAX-2-02",-1.8212661,-51.5334062,"120m buffer",75,49,0,0,0
"637","CAX","CT-CAX-2-03",-1.817928,-51.5452445,"30m buffer",75,2,0,0,0
"638","CAX","CT-CAX-2-03",-1.817928,-51.5452445,"60m buffer",75,13,0,0,0
"639","CAX","CT-CAX-2-03",-1.817928,-51.5452445,"120m buffer",75,46,0,0,0
"640","CAX","CT-CAX-2-04",-1.8161267,-51.4670592,"30m buffer",75,2,0,0,0
"641","CAX","CT-CAX-2-04",-1.8161267,-51.4670592,"60m buffer",75,12,0,0,0
"642","CAX","CT-CAX-2-04",-1.8161267,-51.4670592,"120m buffer",75,45,0,0,0
"643","CAX","CT-CAX-2-05",-1.8151339,-51.5124865,"30m buffer",75,2,0,0,0
"644","CAX","CT-CAX-2-05",-1.8151339,-51.5124865,"60m buffer",75,12,0,0,0
"645","CAX","CT-CAX-2-05",-1.8151339,-51.5124865,"120m buffer",75,46,0,0,0
"646","CAX","CT-CAX-2-06",-1.814644,-51.5575912,"30m buffer",75,3,0,0,0
"647","CAX","CT-CAX-2-06",-1.814644,-51.5575912,"60m buffer",75,13,0,0,0
"648","CAX","CT-CAX-2-06",-1.814644,-51.5575912,"120m buffer",75,48,0,0,0
"649","CAX","CT-CAX-2-07",-1.8129525,-51.4790725,"30m buffer",75,4,0,0,0
"650","CAX","CT-CAX-2-07",-1.8129525,-51.4790725,"60m buffer",75,13,0,0,0
"651","CAX","CT-CAX-2-07",-1.8129525,-51.4790725,"120m buffer",75,49,0,0,0
"652","CAX","CT-CAX-2-08",-1.81219,-51.5246824,"30m buffer",75,3,0,0,0
"653","CAX","CT-CAX-2-08",-1.81219,-51.5246824,"60m buffer",75,11,0,0,0
"654","CAX","CT-CAX-2-08",-1.81219,-51.5246824,"120m buffer",75,46,0,0,0
"655","CAX","CT-CAX-2-09",-1.8110513,-51.569721,"30m buffer",75,2,0,0,0
"656","CAX","CT-CAX-2-09",-1.8110513,-51.569721,"60m buffer",75,10,0,0,0
"657","CAX","CT-CAX-2-09",-1.8110513,-51.569721,"120m buffer",75,46,0,0,0
"658","CAX","CT-CAX-2-10",-1.810624,-51.4458097,"30m buffer",75,3,0,0,0
"659","CAX","CT-CAX-2-10",-1.810624,-51.4458097,"60m buffer",75,11,0,0,0
"660","CAX","CT-CAX-2-10",-1.810624,-51.4458097,"120m buffer",75,47,0,0,0
"661","CAX","CT-CAX-2-11",-1.809769,-51.4910223,"30m buffer",75,3,0,0,0
"662","CAX","CT-CAX-2-11",-1.809769,-51.4910223,"60m buffer",75,12,0,0,0
"663","CAX","CT-CAX-2-11",-1.809769,-51.4910223,"120m buffer",75,47,0,0,0
"664","CAX","CT-CAX-2-12",-1.8090255,-51.5365096,"30m buffer",75,4,0,0,0
"665","CAX","CT-CAX-2-12",-1.8090255,-51.5365096,"60m buffer",75,12,0,0,0
"666","CAX","CT-CAX-2-12",-1.8090255,-51.5365096,"120m buffer",75,52,0,0,0
"667","CAX","CT-CAX-2-13",-1.8075509,-51.4581341,"30m buffer",75,3,0,0,0
"668","CAX","CT-CAX-2-13",-1.8075509,-51.4581341,"60m buffer",75,12,0,0,0
"669","CAX","CT-CAX-2-13",-1.8075509,-51.4581341,"120m buffer",75,46,0,0,0
"670","CAX","CT-CAX-2-14",-1.8067604,-51.5035148,"30m buffer",75,4,0,0,0
"671","CAX","CT-CAX-2-14",-1.8067604,-51.5035148,"60m buffer",75,13,0,0,0
"672","CAX","CT-CAX-2-14",-1.8067604,-51.5035148,"120m buffer",75,48,0,0,0
"673","CAX","CT-CAX-2-15",-1.8053731,-51.5488005,"30m buffer",75,4,0,0,0
"674","CAX","CT-CAX-2-15",-1.8053731,-51.5488005,"60m buffer",75,13,0,0,0
"675","CAX","CT-CAX-2-15",-1.8053731,-51.5488005,"120m buffer",75,48,0,0,0
"676","CAX","CT-CAX-2-16",-1.8041199,-51.4703233,"30m buffer",75,3,0,0,0
"677","CAX","CT-CAX-2-16",-1.8041199,-51.4703233,"60m buffer",75,11,0,0,0
"678","CAX","CT-CAX-2-16",-1.8041199,-51.4703233,"120m buffer",75,47,0,0,0
"679","CAX","CT-CAX-2-17",-1.803274,-51.5155152,"30m buffer",75,3,0,0,0
"680","CAX","CT-CAX-2-17",-1.803274,-51.5155152,"60m buffer",75,11,0,0,0
"681","CAX","CT-CAX-2-17",-1.803274,-51.5155152,"120m buffer",75,47,0,0,0
"682","CAX","CT-CAX-2-18",-1.8021372,-51.560961,"30m buffer",75,4,0,0,0
"683","CAX","CT-CAX-2-18",-1.8021372,-51.560961,"60m buffer",75,12,0,0,0
"684","CAX","CT-CAX-2-18",-1.8021372,-51.560961,"120m buffer",75,49,0,0,0
"685","CAX","CT-CAX-2-19",-1.801426,-51.4369447,"30m buffer",75,2,0,0,0
"686","CAX","CT-CAX-2-19",-1.801426,-51.4369447,"60m buffer",75,10,0,0,0
"687","CAX","CT-CAX-2-19",-1.801426,-51.4369447,"120m buffer",75,46,0,0,0
"688","CAX","CT-CAX-2-20",-1.8009697,-51.4821914,"30m buffer",75,2,0,0,0
"689","CAX","CT-CAX-2-20",-1.8009697,-51.4821914,"60m buffer",75,12,0,0,0
"690","CAX","CT-CAX-2-20",-1.8009697,-51.4821914,"120m buffer",75,46,0,0,0
"691","CAX","CT-CAX-2-21",-1.7999485,-51.5278455,"30m buffer",75,3,0,0,0
"692","CAX","CT-CAX-2-21",-1.7999485,-51.5278455,"60m buffer",75,12,0,0,0
"693","CAX","CT-CAX-2-21",-1.7999485,-51.5278455,"120m buffer",75,46,0,0,0
"694","CAX","CT-CAX-2-22",-1.7983081,-51.4491304,"30m buffer",75,3,0,0,0
"695","CAX","CT-CAX-2-22",-1.7983081,-51.4491304,"60m buffer",75,11,0,0,0
"696","CAX","CT-CAX-2-22",-1.7983081,-51.4491304,"120m buffer",75,46,0,0,0
"697","CAX","CT-CAX-2-23",-1.7973573,-51.4945528,"30m buffer",75,4,0,0,0
"698","CAX","CT-CAX-2-23",-1.7973573,-51.4945528,"60m buffer",75,12,0,0,0
"699","CAX","CT-CAX-2-23",-1.7973573,-51.4945528,"120m buffer",75,50,0,0,0
"700","CAX","CT-CAX-2-24",-1.7972246,-51.5403395,"30m buffer",75,2,0,0,0
"701","CAX","CT-CAX-2-24",-1.7972246,-51.5403395,"60m buffer",75,10,0,0,0
"702","CAX","CT-CAX-2-24",-1.7972246,-51.5403395,"120m buffer",75,46,0,0,0
"703","CAX","CT-CAX-2-25",-1.794165,-51.5067988,"30m buffer",75,2,0,0,0
"704","CAX","CT-CAX-2-25",-1.794165,-51.5067988,"60m buffer",75,12,0,0,0
"705","CAX","CT-CAX-2-25",-1.794165,-51.5067988,"120m buffer",75,44,0,0,0
"706","CAX","CT-CAX-2-26",-1.790806,-51.5190119,"30m buffer",75,2,0,0,0
"707","CAX","CT-CAX-2-26",-1.790806,-51.5190119,"60m buffer",75,12,0,0,0
"708","CAX","CT-CAX-2-26",-1.790806,-51.5190119,"120m buffer",75,46,0,0,0
"709","CAX","CT-CAX-2-27",-1.7885132,-51.4856205,"30m buffer",75,3,0,0,0
"710","CAX","CT-CAX-2-27",-1.7885132,-51.4856205,"60m buffer",75,13,0,0,0
"711","CAX","CT-CAX-2-27",-1.7885132,-51.4856205,"120m buffer",75,49,0,0,0
"712","CAX","CT-CAX-2-28",-1.7853122,-51.4978347,"30m buffer",75,3,0,0,0
"713","CAX","CT-CAX-2-28",-1.7853122,-51.4978347,"60m buffer",75,11,0,0,0
"714","CAX","CT-CAX-2-28",-1.7853122,-51.4978347,"120m buffer",75,46,0,0,0
"715","CAX","CT-CAX-2-29",-1.7819495,-51.5098862,"30m buffer",75,2,0,0,0
"716","CAX","CT-CAX-2-29",-1.7819495,-51.5098862,"60m buffer",75,12,0,0,0
"717","CAX","CT-CAX-2-29",-1.7819495,-51.5098862,"120m buffer",75,46,0,0,0
"718","CAX","CT-CAX-2-30",-1.7763,-51.48898,"30m buffer",75,4,0,0,0
"719","CAX","CT-CAX-2-30",-1.7763,-51.48898,"60m buffer",75,13,0,0,0
"720","CAX","CT-CAX-2-30",-1.7763,-51.48898,"120m buffer",75,48,0,0,0
"721","COU","CT-COU-1-01",-11.843175,-71.4092764,"30m buffer",75,4,0,0,0
"722","COU","CT-COU-1-01",-11.843175,-71.4092764,"60m buffer",75,12,0,0,0
"723","COU","CT-COU-1-01",-11.843175,-71.4092764,"120m buffer",75,51,0,0,0
"724","COU","CT-COU-1-02",-11.8432961,-71.3956095,"30m buffer",75,3,0,0,0
"725","COU","CT-COU-1-02",-11.8432961,-71.3956095,"60m buffer",75,11,0,0,0
"726","COU","CT-COU-1-02",-11.8432961,-71.3956095,"120m buffer",75,48,0,0,0
"727","COU","CT-COU-1-03",-11.8433294,-71.3818756,"30m buffer",75,2,0,0,0
"728","COU","CT-COU-1-03",-11.8433294,-71.3818756,"60m buffer",75,10,0,0,0
"729","COU","CT-COU-1-03",-11.8433294,-71.3818756,"120m buffer",75,48,0,0,0
"730","COU","CT-COU-1-04",-11.863268,-71.430766,"30m buffer",75,3,0,0,0
"731","COU","CT-COU-1-04",-11.863268,-71.430766,"60m buffer",75,13,0,0,0
"732","COU","CT-COU-1-04",-11.863268,-71.430766,"120m buffer",75,49,0,0,0
"733","COU","CT-COU-1-05",-11.8547092,-71.4164068,"30m buffer",75,3,0,0,0
"734","COU","CT-COU-1-05",-11.8547092,-71.4164068,"60m buffer",75,10,0,0,0
"735","COU","CT-COU-1-05",-11.8547092,-71.4164068,"120m buffer",75,46,0,0,0
"736","COU","CT-COU-1-06",-11.8547289,-71.4025998,"30m buffer",75,2,0,0,0
"737","COU","CT-COU-1-06",-11.8547289,-71.4025998,"60m buffer",75,12,0,0,0
"738","COU","CT-COU-1-06",-11.8547289,-71.4025998,"120m buffer",75,48,0,0,0
"739","COU","CT-COU-1-07",-11.8549609,-71.3887999,"30m buffer",75,3,0,0,0
"740","COU","CT-COU-1-07",-11.8549609,-71.3887999,"60m buffer",75,12,0,0,0
"741","COU","CT-COU-1-07",-11.8549609,-71.3887999,"120m buffer",75,49,0,0,0
"742","COU","CT-COU-1-08",-11.855226,-71.3751543,"30m buffer",75,3,0,0,0
"743","COU","CT-COU-1-08",-11.855226,-71.3751543,"60m buffer",75,14,0,0,0
"744","COU","CT-COU-1-08",-11.855226,-71.3751543,"120m buffer",75,49,0,0,0
"745","COU","CT-COU-1-09",-11.9011536,-71.4577963,"30m buffer",75,3,0,0,0
"746","COU","CT-COU-1-09",-11.9011536,-71.4577963,"60m buffer",75,11,0,0,0
"747","COU","CT-COU-1-09",-11.9011536,-71.4577963,"120m buffer",75,47,0,0,0
"748","COU","CT-COU-1-10",-11.8665679,-71.4095347,"30m buffer",75,4,0,0,0
"749","COU","CT-COU-1-10",-11.8665679,-71.4095347,"60m buffer",75,13,0,0,0
"750","COU","CT-COU-1-10",-11.8665679,-71.4095347,"120m buffer",75,50,0,0,0
"751","COU","CT-COU-1-11",-11.8666103,-71.3957074,"30m buffer",75,4,0,0,0
"752","COU","CT-COU-1-11",-11.8666103,-71.3957074,"60m buffer",75,14,0,0,0
"753","COU","CT-COU-1-11",-11.8666103,-71.3957074,"120m buffer",75,49,0,0,0
"754","COU","CT-COU-1-12",-11.8665565,-71.3822714,"30m buffer",75,3,0,0,0
"755","COU","CT-COU-1-12",-11.8665565,-71.3822714,"60m buffer",75,13,0,0,0
"756","COU","CT-COU-1-12",-11.8665565,-71.3822714,"120m buffer",75,49,0,0,0
"757","COU","CT-COU-1-13",-11.8894924,-71.4649497,"30m buffer",75,3,0,0,0
"758","COU","CT-COU-1-13",-11.8894924,-71.4649497,"60m buffer",75,11,0,0,0
"759","COU","CT-COU-1-13",-11.8894924,-71.4649497,"120m buffer",75,48,0,0,0
"760","COU","CT-COU-1-14",-11.8777826,-71.4578162,"30m buffer",75,2,0,0,0
"761","COU","CT-COU-1-14",-11.8777826,-71.4578162,"60m buffer",75,10,0,0,0
"762","COU","CT-COU-1-14",-11.8777826,-71.4578162,"120m buffer",75,46,0,0,0
"763","COU","CT-COU-1-15",-11.8779843,-71.4442305,"30m buffer",75,3,0,0,0
"764","COU","CT-COU-1-15",-11.8779843,-71.4442305,"60m buffer",75,13,0,0,0
"765","COU","CT-COU-1-15",-11.8779843,-71.4442305,"120m buffer",75,48,0,0,0
"766","COU","CT-COU-1-16",-11.878363,-71.4028682,"30m buffer",75,3,0,0,0
"767","COU","CT-COU-1-16",-11.878363,-71.4028682,"60m buffer",75,12,0.0833333333333333,0,0
"768","COU","CT-COU-1-16",-11.878363,-71.4028682,"120m buffer",75,48,0.0208333333333333,0,0
"769","COU","CT-COU-1-17",-11.8768602,-71.3898776,"30m buffer",75,4,0,0,0
"770","COU","CT-COU-1-17",-11.8768602,-71.3898776,"60m buffer",75,13,0,0,0
"771","COU","CT-COU-1-17",-11.8768602,-71.3898776,"120m buffer",75,50,0,0,0
"772","COU","CT-COU-1-18",-11.8788955,-71.3751546,"30m buffer",75,2,0,0,0
"773","COU","CT-COU-1-18",-11.8788955,-71.3751546,"60m buffer",75,12,0,0,0
"774","COU","CT-COU-1-18",-11.8788955,-71.3751546,"120m buffer",75,46,0,0,0
"775","COU","CT-COU-1-19",-11.8788348,-71.3615591,"30m buffer",75,3,0,0,0
"776","COU","CT-COU-1-19",-11.8788348,-71.3615591,"60m buffer",75,13,0,0,0
"777","COU","CT-COU-1-19",-11.8788348,-71.3615591,"120m buffer",75,49,0,0,0
"778","COU","CT-COU-1-20",-11.8896626,-71.4511889,"30m buffer",75,3,0,0,0
"779","COU","CT-COU-1-20",-11.8896626,-71.4511889,"60m buffer",75,13,0,0,0
"780","COU","CT-COU-1-20",-11.8896626,-71.4511889,"120m buffer",75,49,0,0,0
"781","COU","CT-COU-1-21",-11.8899209,-71.437184,"30m buffer",75,3,0,0,0
"782","COU","CT-COU-1-21",-11.8899209,-71.437184,"60m buffer",75,12,0,0,0
"783","COU","CT-COU-1-21",-11.8899209,-71.437184,"120m buffer",75,49,0,0,0
"784","COU","CT-COU-1-22",-11.8899662,-71.4236514,"30m buffer",75,3,0,0,0
"785","COU","CT-COU-1-22",-11.8899662,-71.4236514,"60m buffer",75,11,0,0,0
"786","COU","CT-COU-1-22",-11.8899662,-71.4236514,"120m buffer",75,47,0,0,0
"787","COU","CT-COU-1-23",-11.8900683,-71.4097901,"30m buffer",75,3,0,0,0
"788","COU","CT-COU-1-23",-11.8900683,-71.4097901,"60m buffer",75,13,0,0,0
"789","COU","CT-COU-1-23",-11.8900683,-71.4097901,"120m buffer",75,49,0,0,0
"790","COU","CT-COU-1-24",-11.9015862,-71.4443957,"30m buffer",75,3,0,0,0
"791","COU","CT-COU-1-24",-11.9015862,-71.4443957,"60m buffer",75,13,0,0,0
"792","COU","CT-COU-1-24",-11.9015862,-71.4443957,"120m buffer",75,49,0,0,0
"793","COU","CT-COU-1-25",-11.9017602,-71.4304891,"30m buffer",75,3,0,0,0
"794","COU","CT-COU-1-25",-11.9017602,-71.4304891,"60m buffer",75,13,0,0,0
"795","COU","CT-COU-1-25",-11.9017602,-71.4304891,"120m buffer",75,49,0,0,0
"796","COU","CT-COU-1-26",-11.9018281,-71.4032418,"30m buffer",75,4,0,0,0
"797","COU","CT-COU-1-26",-11.9018281,-71.4032418,"60m buffer",75,13,0,0,0
"798","COU","CT-COU-1-26",-11.9018281,-71.4032418,"120m buffer",75,50,0,0,0
"799","COU","CT-COU-1-27",-11.9132211,-71.4513651,"30m buffer",75,2,0,0,0
"800","COU","CT-COU-1-27",-11.9132211,-71.4513651,"60m buffer",75,13,0,0,0
"801","COU","CT-COU-1-27",-11.9132211,-71.4513651,"120m buffer",75,49,0,0,0
"802","COU","CT-COU-1-28",-11.9130628,-71.4375931,"30m buffer",75,2,0,0,0
"803","COU","CT-COU-1-28",-11.9130628,-71.4375931,"60m buffer",75,12,0,0,0
"804","COU","CT-COU-1-28",-11.9130628,-71.4375931,"120m buffer",75,48,0,0,0
"805","COU","CT-COU-1-29",-11.9132548,-71.4237208,"30m buffer",75,4,0,0,0
"806","COU","CT-COU-1-29",-11.9132548,-71.4237208,"60m buffer",75,13,0,0,0
"807","COU","CT-COU-1-29",-11.9132548,-71.4237208,"120m buffer",75,49,0,0,0
"808","COU","CT-COU-1-30",-11.9132679,-71.4098679,"30m buffer",75,4,0,0,0
"809","COU","CT-COU-1-30",-11.9132679,-71.4098679,"60m buffer",75,14,0,0,0
"810","COU","CT-COU-1-30",-11.9132679,-71.4098679,"120m buffer",75,50,0,0,0
"811","COU","CT-COU-2-01",-11.9261865,-71.293348,"30m buffer",75,3,0,0,0
"812","COU","CT-COU-2-01",-11.9261865,-71.293348,"60m buffer",75,11,0,0,0
"813","COU","CT-COU-2-01",-11.9261865,-71.293348,"120m buffer",75,49,0,0,0
"814","COU","CT-COU-2-02",-11.9265409,-71.2793867,"30m buffer",75,4,0,0,0
"815","COU","CT-COU-2-02",-11.9265409,-71.2793867,"60m buffer",75,13,0,0,0
"816","COU","CT-COU-2-02",-11.9265409,-71.2793867,"120m buffer",75,49,0,0,0
"817","COU","CT-COU-2-03",-11.9265006,-71.265557,"30m buffer",75,2,0,0,0
"818","COU","CT-COU-2-03",-11.9265006,-71.265557,"60m buffer",75,12,0,0,0
"819","COU","CT-COU-2-03",-11.9265006,-71.265557,"120m buffer",75,46,0,0,0
"820","COU","CT-COU-2-04",-11.9264527,-71.2519218,"30m buffer",75,3,0,0,0
"821","COU","CT-COU-2-04",-11.9264527,-71.2519218,"60m buffer",75,11,0,0,0
"822","COU","CT-COU-2-04",-11.9264527,-71.2519218,"120m buffer",75,48,0,0,0
"823","COU","CT-COU-2-05",-11.9378405,-71.3138647,"30m buffer",75,3,0,0,0
"824","COU","CT-COU-2-05",-11.9378405,-71.3138647,"60m buffer",75,11,0,0,0
"825","COU","CT-COU-2-05",-11.9378405,-71.3138647,"120m buffer",75,48,0,0,0
"826","COU","CT-COU-2-06",-11.9379859,-71.3001502,"30m buffer",75,4,0,0,0
"827","COU","CT-COU-2-06",-11.9379859,-71.3001502,"60m buffer",75,13,0,0,0
"828","COU","CT-COU-2-06",-11.9379859,-71.3001502,"120m buffer",75,49,0,0,0
"829","COU","CT-COU-2-07",-11.9380893,-71.2863298,"30m buffer",75,3,0,0,0
"830","COU","CT-COU-2-07",-11.9380893,-71.2863298,"60m buffer",75,11,0,0,0
"831","COU","CT-COU-2-07",-11.9380893,-71.2863298,"120m buffer",75,48,0,0,0
"832","COU","CT-COU-2-08",-11.9380214,-71.2724074,"30m buffer",75,3,0,0,0
"833","COU","CT-COU-2-08",-11.9380214,-71.2724074,"60m buffer",75,12,0,0,0
"834","COU","CT-COU-2-08",-11.9380214,-71.2724074,"120m buffer",75,47,0,0,0
"835","COU","CT-COU-2-09",-11.9382637,-71.2587279,"30m buffer",75,4,0,0,0
"836","COU","CT-COU-2-09",-11.9382637,-71.2587279,"60m buffer",75,13,0,0,0
"837","COU","CT-COU-2-09",-11.9382637,-71.2587279,"120m buffer",75,49,0,0,0
"838","COU","CT-COU-2-10",-11.9383034,-71.2451124,"30m buffer",75,2,0,0,0
"839","COU","CT-COU-2-10",-11.9383034,-71.2451124,"60m buffer",75,13,0,0,0
"840","COU","CT-COU-2-10",-11.9383034,-71.2451124,"120m buffer",75,47,0,0,0
"841","COU","CT-COU-2-11",-11.9496077,-71.320944,"30m buffer",75,4,0,0,0
"842","COU","CT-COU-2-11",-11.9496077,-71.320944,"60m buffer",75,12,0,0,0
"843","COU","CT-COU-2-11",-11.9496077,-71.320944,"120m buffer",75,51,0,0,0
"844","COU","CT-COU-2-12",-11.949694,-71.3072003,"30m buffer",75,3,0,0,0
"845","COU","CT-COU-2-12",-11.949694,-71.3072003,"60m buffer",75,11,0,0,0
"846","COU","CT-COU-2-12",-11.949694,-71.3072003,"120m buffer",75,46,0,0,0
"847","COU","CT-COU-2-13",-11.9497452,-71.2933245,"30m buffer",75,3,0,0,0
"848","COU","CT-COU-2-13",-11.9497452,-71.2933245,"60m buffer",75,11,0,0,0
"849","COU","CT-COU-2-13",-11.9497452,-71.2933245,"120m buffer",75,45,0,0,0
"850","COU","CT-COU-2-14",-11.9500588,-71.2657504,"30m buffer",75,3,0,0,0
"851","COU","CT-COU-2-14",-11.9500588,-71.2657504,"60m buffer",75,13,0,0,0
"852","COU","CT-COU-2-14",-11.9500588,-71.2657504,"120m buffer",75,49,0,0,0
"853","COU","CT-COU-2-15",-11.9501152,-71.2520383,"30m buffer",75,4,0,0,0
"854","COU","CT-COU-2-15",-11.9501152,-71.2520383,"60m buffer",75,13,0,0,0
"855","COU","CT-COU-2-15",-11.9501152,-71.2520383,"120m buffer",75,50,0,0,0
"856","COU","CT-COU-2-16",-11.9612718,-71.327799,"30m buffer",75,2,0,0,0
"857","COU","CT-COU-2-16",-11.9612718,-71.327799,"60m buffer",75,13,0,0,0
"858","COU","CT-COU-2-16",-11.9612718,-71.327799,"120m buffer",75,48,0,0,0
"859","COU","CT-COU-2-17",-11.9612026,-71.3139363,"30m buffer",75,3,0,0,0
"860","COU","CT-COU-2-17",-11.9612026,-71.3139363,"60m buffer",75,13,0,0,0
"861","COU","CT-COU-2-17",-11.9612026,-71.3139363,"120m buffer",75,50,0,0,0
"862","COU","CT-COU-2-18",-11.9613714,-71.3004338,"30m buffer",75,2,0,0,0
"863","COU","CT-COU-2-18",-11.9613714,-71.3004338,"60m buffer",75,12,0,0,0
"864","COU","CT-COU-2-18",-11.9613714,-71.3004338,"120m buffer",75,46,0,0,0
"865","COU","CT-COU-2-19",-11.9615113,-71.2865827,"30m buffer",75,4,0,0,0
"866","COU","CT-COU-2-19",-11.9615113,-71.2865827,"60m buffer",75,13,0,0,0
"867","COU","CT-COU-2-19",-11.9615113,-71.2865827,"120m buffer",75,49,0,0,0
"868","COU","CT-COU-2-20",-11.9618099,-71.2589013,"30m buffer",75,2,0,0,0
"869","COU","CT-COU-2-20",-11.9618099,-71.2589013,"60m buffer",75,12,0,0,0
"870","COU","CT-COU-2-20",-11.9618099,-71.2589013,"120m buffer",75,47,0,0,0
"871","COU","CT-COU-2-21",-11.9729329,-71.3346381,"30m buffer",75,4,0,0,0
"872","COU","CT-COU-2-21",-11.9729329,-71.3346381,"60m buffer",75,13,0,0,0
"873","COU","CT-COU-2-21",-11.9729329,-71.3346381,"120m buffer",75,49,0,0,0
"874","COU","CT-COU-2-22",-11.9730372,-71.3210139,"30m buffer",75,2,0,0,0
"875","COU","CT-COU-2-22",-11.9730372,-71.3210139,"60m buffer",75,12,0,0,0
